date,estacion,VH_db,month,tipo,year,VH_z
2025-05-01,Punta Chino,-21.41810972488696,5,manglar,2025,-0.860038602981846
2025-06-01,Punta Chino,-21.591074115047636,6,manglar,2025,-1.0308042009354952
2025-07-01,Punta Chino,-21.551240480163745,7,manglar,2025,-0.9914769470811263
2025-08-01,Punta Chino,-20.874551545801538,8,manglar,2025,-0.3233903519291721
2025-09-01,Punta Chino,-21.24959931880034,9,manglar,2025,-0.6936703682829994
2025-10-01,Punta Chino,-20.856164683879722,10,manglar,2025,-0.30523723111827455
2025-11-01,Punta Chino,-21.258058381000286,11,manglar,2025,-0.702021895515623
2025-12-01,Punta Chino,-21.02052742863722,12,manglar,2025,-0.4675105312105284
2018-01-01,Rio Sevilla,-19.750334064398924,1,manglar,2018,1.4048344539080133
2018-02-01,Rio Sevilla,-19.89618998983511,2,manglar,2018,1.2789936015652976
2018-03-01,Rio Sevilla,-20.097549412373024,3,manglar,2018,1.1052657171229618
2018-04-01,Rio Sevilla,-22.21603145068662,4,manglar,2018,-0.7225077146170588
2018-05-01,Rio Sevilla,-22.261670202867666,5,manglar,2018,-0.7618836909933723
2018-06-01,Rio Sevilla,-21.948289706602466,6,manglar,2018,-0.4915068198469926
2018-07-01,Rio Sevilla,-23.05232297763542,7,manglar,2018,-1.4440391727563497
2018-08-01,Rio Sevilla,-22.627903494822252,8,manglar,2018,-1.077860635214312
2018-09-01,Rio Sevilla,-22.910887814001597,9,manglar,2018,-1.3220124433678442
2018-10-01,Rio Sevilla,-22.71335243405064,10,manglar,2018,-1.151583847432974
2018-11-01,Rio Sevilla,-23.02142719002282,11,manglar,2018,-1.4173830582697968
2018-12-01,Rio Sevilla,-23.115327627840628,12,manglar,2018,-1.4983980125475163
2019-01-01,Rio Sevilla,-23.177531454230582,1,manglar,2019,-1.5520659215370267
2019-02-01,Rio Sevilla,-23.477061881197027,2,manglar,2019,-1.8104932985483633
2019-03-01,Rio Sevilla,-23.538587764345817,3,manglar,2019,-1.8635762950288137
2019-04-01,Rio Sevilla,-23.255884590836864,4,manglar,2019,-1.6196670523431491
2019-05-01,Rio Sevilla,-22.7047276508111,5,manglar,2019,-1.1441425997024541
2019-06-01,Rio Sevilla,-23.171433405315486,6,manglar,2019,-1.546804677121976
2019-07-01,Rio Sevilla,-22.960625528776834,7,manglar,2019,-1.3649249023726928
2019-08-01,Rio Sevilla,-22.974076890533503,8,manglar,2019,-1.376530401590961
2019-09-01,Rio Sevilla,-22.796838845239446,9,manglar,2019,-1.2236138394378584
2019-10-01,Rio Sevilla,-22.8113475190829,10,manglar,2019,-1.2361315611372872
2019-11-01,Rio Sevilla,-23.30232215896305,11,manglar,2019,-1.6597322271808965
2019-12-01,Rio Sevilla,-22.821275800500025,12,manglar,2019,-1.2446974345640471
2020-01-01,Rio Sevilla,-22.16238404847872,1,manglar,2020,-0.6762220748693044
2020-02-01,Rio Sevilla,-20.98666192235021,2,manglar,2020,0.3381616330790733
2020-03-01,Rio Sevilla,-21.141640400281442,3,manglar,2020,0.2044500701150049
2020-04-01,Rio Sevilla,-21.098610477998847,4,manglar,2020,0.241575213163456
2020-05-01,Rio Sevilla,-20.67390175287365,5,manglar,2020,0.6080033017536968
2020-06-01,Rio Sevilla,-20.51355873074242,6,manglar,2020,0.7463432595706911
2020-07-01,Rio Sevilla,-20.554197355571805,7,manglar,2020,0.7112812682853048
2020-08-01,Rio Sevilla,-20.250265321590568,8,manglar,2020,0.9735062419781793
2020-09-01,Rio Sevilla,-20.186889588391296,9,manglar,2020,1.0281852429155132
2020-10-01,Rio Sevilla,-20.255152529001954,10,manglar,2020,0.9692896813935802
2020-11-01,Rio Sevilla,-20.244524010496338,11,manglar,2020,0.9784597019044863
2020-12-01,Rio Sevilla,-20.42654617733891,12,manglar,2020,0.8214155190765585
2021-01-01,Rio Sevilla,-20.474709908386696,1,manglar,2021,0.7798610539498712
2021-02-01,Rio Sevilla,-20.730735964774176,2,manglar,2021,0.5589681621362957
2021-03-01,Rio Sevilla,-20.845337180595603,3,manglar,2021,0.46009309322598707
2021-04-01,Rio Sevilla,-20.736026983366045,4,manglar,2021,0.554403203343084
2021-05-01,Rio Sevilla,-20.385803029933275,5,manglar,2021,0.8565676898321662
2021-06-01,Rio Sevilla,-20.21206066475892,6,manglar,2021,1.0064682664196138
2021-07-01,Rio Sevilla,-20.12622248794993,7,manglar,2021,1.0805273031086213
2021-08-01,Rio Sevilla,-20.414409993772114,8,manglar,2021,0.8318863153754814
2021-09-01,Rio Sevilla,-20.470192005138575,9,manglar,2021,0.7837589881191227
2021-10-01,Rio Sevilla,-20.458629461818447,10,manglar,2021,0.79373486192955
2021-11-01,Rio Sevilla,-20.23638921317877,11,manglar,2021,0.9854782020100971
2021-12-01,Rio Sevilla,-20.288842639107447,12,manglar,2021,0.9402226951980144
2022-02-01,Rio Sevilla,-20.38976741377699,2,manglar,2022,0.8531473183908623
2022-03-01,Rio Sevilla,-20.24890932506178,3,manglar,2022,0.9746761619416363
2022-04-01,Rio Sevilla,-20.277554823200248,4,manglar,2022,0.9499615410529333
2022-05-01,Rio Sevilla,-19.56505762538212,5,manglar,2022,1.564686341551058
2022-06-01,Rio Sevilla,-19.833314686051605,6,manglar,2022,1.3332408444919166
2022-07-01,Rio Sevilla,-19.972509522202134,7,manglar,2022,1.2131470137441844
2022-08-01,Rio Sevilla,-19.941183567371986,8,manglar,2022,1.2401742657703623
2022-09-01,Rio Sevilla,-19.911145849893174,9,manglar,2022,1.2660900587603234
2022-10-01,Rio Sevilla,-20.008825995329786,10,manglar,2022,1.1818140670791928
2022-11-01,Rio Sevilla,-19.915692148264814,11,manglar,2022,1.2621676259871568
2022-12-01,Rio Sevilla,-20.088522315195895,12,manglar,2022,1.1130540712782913
2023-01-01,Rio Sevilla,-19.96548914233042,1,manglar,2023,1.21920402229001
2023-02-01,Rio Sevilla,-20.206072105754057,2,manglar,2023,1.0116350456726528
2023-03-01,Rio Sevilla,-20.225103356561274,3,manglar,2023,0.9952153574387598
2023-04-01,Rio Sevilla,-20.195284659379144,4,manglar,2023,1.0209421851828284
2023-05-01,Rio Sevilla,-19.74020024380364,5,manglar,2023,1.413577661408053
2023-06-01,Rio Sevilla,-19.739356681899004,6,manglar,2023,1.414305465566613
2023-07-01,Rio Sevilla,-19.929709023952494,7,manglar,2023,1.250074215462733
2023-08-01,Rio Sevilla,-21.07158682673359,8,manglar,2023,0.26489054504635584
2023-09-01,Rio Sevilla,-21.720131468504672,9,manglar,2023,-0.2946575861571335
2023-10-01,Rio Sevilla,-21.191216395007483,10,manglar,2023,0.1616771391325579
2023-11-01,Rio Sevilla,-21.70820113833184,11,manglar,2023,-0.284364395029044
2023-12-01,Rio Sevilla,-21.389455843548287,12,manglar,2023,-0.009358909610205801
2024-01-01,Rio Sevilla,-22.03942672643807,1,manglar,2024,-0.5701375660562368
2024-02-01,Rio Sevilla,-21.668974428469866,2,manglar,2024,-0.2505205687404029
2024-03-01,Rio Sevilla,-22.330363288656415,3,manglar,2024,-0.8211503710398359
2024-04-01,Rio Sevilla,-22.101706132882242,4,manglar,2024,-0.6238706836302771
2024-05-01,Rio Sevilla,-21.703511244033997,5,manglar,2024,-0.28031807127446945
2024-06-01,Rio Sevilla,-21.904049321403303,6,manglar,2024,-0.4533373196036275
2024-07-01,Rio Sevilla,-21.908203850637662,7,manglar,2024,-0.45692174374252353
2024-08-01,Rio Sevilla,-22.34832681437276,8,manglar,2024,-0.8366488527125217
2024-09-01,Rio Sevilla,-21.842372851510603,9,manglar,2024,-0.4001244006387222
2024-10-01,Rio Sevilla,-21.668548203315954,10,manglar,2024,-0.2501528323149005
2024-11-01,Rio Sevilla,-21.503402348402883,11,manglar,2024,-0.10766911023794207
2024-12-01,Rio Sevilla,-21.844728796168937,12,manglar,2024,-0.40215705089266507
2025-01-01,Rio Sevilla,-21.811626200169126,1,manglar,2025,-0.37359695720490294
2025-02-01,Rio Sevilla,-22.0602047809674,2,manglar,2025,-0.5880643529466214
2025-03-01,Rio Sevilla,-22.078091855525184,3,manglar,2025,-0.6034968744676892
2025-04-01,Rio Sevilla,-23.026560586229376,4,manglar,2025,-1.4218120244027397
2025-05-01,Rio Sevilla,-22.1059008419684,5,manglar,2025,-0.6274897739425364
2025-06-01,Rio Sevilla,-22.2919624097763,6,manglar,2025,-0.7880190511120951
2025-07-01,Rio Sevilla,-22.331368775732834,7,manglar,2025,-0.8220178801954481
2025-08-01,Rio Sevilla,-21.86346593617082,8,manglar,2025,-0.41832298766383313
2025-09-01,Rio Sevilla,-22.340280408941585,9,manglar,2025,-0.8297066149204935
2025-10-01,Rio Sevilla,-22.109029340766384,10,manglar,2025,-0.6301889646275509
2025-11-01,Rio Sevilla,-22.203557114478603,11,manglar,2025,-0.7117451686585575
2025-12-01,Rio Sevilla,-22.17115321793482,12,manglar,2025,-0.6837878954240263
