CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-09-01 00:00,m^3/s,4868.3356,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-10-01 00:00,m^3/s,5022.89,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-11-01 00:00,m^3/s,6254.49119999992,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2020-12-01 00:00,m^3/s,6440.8756,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-01-01 00:00,m^3/s,4120.104,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-02-01 00:00,m^3/s,2940.9796,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-03-01 00:00,m^3/s,4457.24799999988,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-04-01 00:00,m^3/s,6038.04479999986,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-05-01 00:00,m^3/s,6380.7516,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-06-01 00:00,m^3/s,6627.01,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-07-01 00:00,m^3/s,6639.515,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-08-01 00:00,m^3/s,6200.3796,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-09-01 00:00,m^3/s,5947.8588,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-10-01 00:00,m^3/s,6795.82749999991,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-11-01 00:00,m^3/s,6977.15,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2022-12-01 00:00,m^3/s,6677.03,Definitivo
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-01-01 00:00,m^3/s,4304.5224,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-02-01 00:00,m^3/s,3700.506,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-03-01 00:00,m^3/s,4346.6536,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-04-01 00:00,m^3/s,4409.8504,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-05-01 00:00,m^3/s,4473.0472,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-06-01 00:00,m^3/s,4578.3752,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-07-01 00:00,m^3/s,3779.5736,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-08-01 00:00,m^3/s,3358.974,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-09-01 00:00,m^3/s,3264.104,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-10-01 00:00,m^3/s,3453.844,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-11-01 00:00,m^3/s,4725.8344,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2023-12-01 00:00,m^3/s,3662.558,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-01-01 00:00,m^3/s,2949.9252,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-02-01 00:00,m^3/s,2049.932,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-03-01 00:00,m^3/s,1662.048,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-04-01 00:00,m^3/s,2764.2884,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-05-01 00:00,m^3/s,4694.236,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-06-01 00:00,m^3/s,5089.1276,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-07-01 00:00,m^3/s,5691.1244,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-08-01 00:00,m^3/s,3539.227,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-09-01 00:00,m^3/s,2824.6868,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-10-01 00:00,m^3/s,3501.279,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-11-01 00:00,m^3/s,5552.6852,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2024-12-01 00:00,m^3/s,5552.6852,En revisión
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-01-01 00:00,m^3/s,4357.1864,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-02-01 00:00,m^3/s,3681.532,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-03-01 00:00,m^3/s,4039.9792,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-04-01 00:00,m^3/s,4802.098,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-05-01 00:00,m^3/s,7322.8192,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-06-01 00:00,m^3/s,7193.0432,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-07-01 00:00,m^3/s,6188.3548,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-08-01 00:00,m^3/s,3605.636,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-09-01 00:00,m^3/s,3472.818,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-10-01 00:00,m^3/s,6320.6276,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-11-01 00:00,m^3/s,6777.07,Preliminar
25027020,EL BANCO - AUT [25027020],CAUDAL,Caudal máximo mensual,2025-12-01 00:00,m^3/s,6551.98,Preliminar
